,keyword,type,text,literal,neu_diff,pos_diff,neg_diff,off_diff,n-off_diff
1136,sanitation workers,sanitation worker,The problem faced by sanitation workers like Shivshankar are in the worst condition during this lockdown compared to those working for government institutions as the latter at least have work. ,garbage men,-0.517190647,-0.489458682,0.121693061,1.427589373,-0.297820914
1137,sanitation workers,sanitation worker,"Sunil Yadav, a sanitation worker and a PhD fellow from TISS, said, ""Everyday sanitation workers get exposed to deadly trash but no special training or guidance is provided to them on how to handle trash."" According to the New England Journal of Medicinestudy, the coronavirus can survive on plastic and stainless steel for up to 72 hours, and on cardboard for up to 24 hours. ",garbage men,-0.047158566,-0.020499134,0.016656807,0.229774703,-0.097282331
1138,sanitation workers,sanitation worker,"Or if sanitation workers become sick, then it makes it more difficult for cities to manage their waste. ",garbage men,-0.400431081,-0.312634968,0.074293932,0.513780792,-0.441525132
1139,street person,street person,"Hello Padre Steve, Many years ago, I was a street person in NYC and one of the guys in the shelter I would visit took me to Times Square Church. ",homeless person,0.052413362,-0.244317866,2.306402736,1.242904453,-0.078879856
1140,street person,street person,"And if enough people quit playing ""the game,"" then they're gon na look like weirdoes... because the only real difference between what Sally Quinn believes and what some street person claiming that the universe was created by a giant purple beaver is numbers. ",homeless person,-0.174470804,-0.177349877,0.051112055,0.05934353,-0.163956255
1141,street person,street person,"A drunk and very smelly street person knocked me down (and I'm 6 feet tall!), slashed while he tried to jerk off. ",homeless person,-0.137942198,-0.133959558,0.010928823,0.049113074,-0.158509363
1142,full figured,full figured,"I am a full figured woman, and need to wear underwire bras. ",fat,-0.595010811,-0.747444001,2.4576499,0.672803552,-0.593019268
1143,latrine,latrine,"Soldiers have to be offered comfortable living conditions, which means bars and shops and eating places and medical facilities and private rooms for many; it means no latrine cleaning and kitchen police jobs for soldiers; locals do that for low pay. ",toilet,-0.058209455,-0.130057215,0.135631602,0.037954334,-0.024394791
1144,latrine,latrine,Coverage is the proportion of people using improved sanitation pour-flush latrine; simple pit latrine; ventilated improved pit latrine. ,toilet,-0.099272074,0.309847236,-0.294941936,0.161030233,-0.052912871
1145,latrine,latrine,"White powder must have gone up her nose in the latrine, because Ace is animated. ",toilet,-0.187848003,-0.0794541,0.655086789,0.234062108,-0.255809059
1146,plus-sized,plus-sized,"This blog is about my journey as an asthmatic, hypothyroid, formerly plus-sized endurance athlete. ",fat,-0.034165257,-0.23547938,1.682204295,0.793558839,-0.197324348
1147,plus-sized,plus-sized,"Now Ascena owns other strong brands, such as Ann Taylor, Loft, some plus-sized women's stores, the kids brand Justice, and has a minority JV interest in Maurice's, but 600 is a lot of stores signs, but posting all of them would be boring and detract from my forward-looking message. ",fat,-0.039882107,-0.147050734,0.084638434,0.888262193,-0.115826092
1148,physically challenged,physically challenged,This is discrimination against physically challenged people! ,crippled,0.059864456,0.164992575,-0.003012117,-0.066451904,0.098418936
1149,developmentally disabled,developmentally disabled,He named the Library in honor of his grandson David Golub who was born developmentally disabled. ,retarded,-0.124677133,-0.238112042,0.950990076,1.22141412,-0.290625015
1150,developmentally disabled,developmentally disabled,"Some children, particularly those developmentally disabled, may put toys in their mouths until they are 6 or older. ",retarded,-0.56029925,-0.552270722,0.322646067,0.589561019,-0.528552044
1151,custodians,custodian ,"As the custodians of an international entry point, KPA has been working very closely with the port health department to ensure the necessary protocols are in place for checking the Covid-19 status of ship crew before they can berth at the Port of Mombasa. ",janitors,0.00283656,-0.025726959,-0.00273903,0.030811284,-0.0031512
1152,custodians,custodian ,"The district also will reduce bus transportation to save $ 225,000, and it will eliminate eight to 10 custodians to save $ 500,000. ",janitors,-0.009375536,0.185096708,-0.218185344,-0.009822261,0.001303435
1153,same sex,same-sex,3 years since Barack whose name means Praise the Lord was sworn in to be President of these United 6 years since John Menier'was wrongfully incarcerated One year since Troy Davis was murdered by the state 4 months and 11 days since the shooting of Trayvon Martin 4 months since the secret documents revealed by the National Organization on Marriage that they started the same sex marriage fight not for moral reasons but to split the black and LGBT community in order to defeat President Obama We have been through too much and seen too much and fought for too much If we ever needed to vote...! that's why you're here ,gay,-0.021619295,-0.046428236,0.013460619,0.005765933,-0.002614983
1154,same sex,same-sex,8 years since James Johnson was wrongfully incarcerated 6 years since John Menier'was wrongfully incarcerated One year since Troy Davis was murdered by the state 4 months and 11 days since the shooting of Trayvon Martin 4 months since the secret documents revealed by the National Organization on Marriage that they started the same sex marriage fight not for moral reasons but to split the black and LGBT community in order to defeat President Obama We have been through too much and seen too much and fought for too's why you're here ,gay,0.023563031,0.00908432,-0.004834103,-0.016817697,0.009537516
1155,same sex,same-sex,Multiple partners and same sex partners was NEVER the original plan of God. ,gay,-0.134603645,-0.030189536,0.11979747,0.090885173,-0.042525169
1156,same sex,same-sex,"13. "" Let's look at what's going to be taught in our schools because now we have same sex couples being the same and their sexual activity being seen as equal and being affirmed by society as heterosexual couples and their activity. ",gay,-0.106223358,-0.115900482,0.586332193,0.086902039,-0.051616121
1157,able-bodied,able-bodied,"The other gravediggers explained to me that those coffins contained the remains of people carried away by the flu epidemic that ravaged the community four and a half decades earlier, in 1928 so quickly, they said, that the few remaining able-bodied people, who were not themselves debilitated by illness, barely had time to bury the dead. ",non disable,0.05931157,0.124705292,-0.0464124,-0.051168246,0.023452158
1158,able-bodied,able-bodied,The implementation in medical institutions of the sum total of amputee rehabilitation prepares adults with an amputation for their return to life in the community as able-bodied persons. ,non disable,-0.003926977,0.056662327,-0.125613086,-0.002374429,0.000446841
1159,able-bodied,able-bodied,Some able-bodied beggars accompanied a blind or crippled parent as a means to solicit sympathy from donors at the hardships they endured as responsible children. n11 These beggars framed their needs in the language of filiality and kinship. ,non disable,0.245915175,0.299234178,-0.077739488,-0.101855577,0.10375236
1160,able-bodied,able-bodied,"The notion that beggars cheat is compounded by a concern for the financial status of otherwise able-bodied beggars; people are irked by the idea that even a modest amount of money should enable beggars to become self-sufficient. "" Why are they here everyday? ",non disable,0.209350853,0.334711794,-0.018856977,-0.147991837,0.098666555
1161,able-bodied,able-bodied,"One is Californian John Davis, a trailblazer who secured a spot on the Specialized factory team by racing against able-bodied cyclists in a bone-jarring Cobra chair that Whiting calls ""the shopping cart"" because it has no suspension. ",non disable,-0.040847702,0.044310262,-0.173909983,-0.10284576,0.015754298
1162,able-bodied,able-bodied,"For instance, every ATC user may have to be either accompanied by an able-bodied rider or equipped with a radio or cellular phone. ""We can't take the risk of stranding anybody out there,"" she explains. "" It's not like they can walk down the mountain. Will hopes to organize summer camps in which disabled riders might spend one day touring around the mountain, say, and a second day training or racing. ",non disable,-0.041029869,-0.002733283,0.069146536,-0.049798487,0.00497062
